Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
1.822823125,-3.21948834,15.25326544,-2.6235065,15.80854193,1
1.832904125,-2.800981189,14.49507452,-1.811888555,14.87399144,1
1.842985125,-1.7555002,13.64390821,-0.04162523188,13.75644375,1
1.853066125,-0.4771079466,12.84170998,1.167443383,12.90349066,1
1.863146125,0.9838565987,12.06731994,1.124606096,12.15947874,1
1.873227125,1.909697708,10.76348441,0.1764333004,10.93300831,1
1.883308125,2.97591117,8.80493672,-1.622986506,9.434884373,1
1.893389125,4.887714169,5.785173186,-3.581818367,8.377792156,1
1.903470125,7.484557073,0.9599338853,-3.841794931,8.467553125,1
1.913551125,9.607134361,-5.275029933,-2.770863351,11.30489518,1
1.923632125,12.74766804,-11.29614938,-1.172292479,17.07279418,1
1.933713125,15.31227905,-16.16613158,3.175452082,22.49206962,1
1.943794125,13.59418933,-17.32456089,9.187140555,23.86097117,1
1.953874125,11.2213097,-17.51113853,12.83157325,24.43781978,1
1.963955125,5.918130099,-17.22646332,10.61519551,21.08216493,1
1.974036125,0.08134266347,-16.37793059,4.202400321,16.90867811,1
1.984117125,-1.902762618,-14.61984592,-2.511063373,14.95546186,1
1.994198125,0.1550593883,-10.95923164,-6.486837895,12.73608525,1
2.004279125,3.615842146,-7.308910807,-7.552696431,11.11475213,1
2.014360125,5.975918716,-5.589655159,-6.268867144,10.30798451,1
2.024441125,6.253332846,-5.806624281,-3.60287653,9.262924836,1
2.034522125,4.464659345,-7.239640013,-0.7653448342,8.5399838,1
2.044602125,1.783229451,-8.96543051,0.3890667129,9.149329178,1
2.054683125,-0.7752045554,-10.24391018,0.5611936851,10.28851672,1
2.064764125,-2.015964713,-9.891540592,0.987722193,10.14309046,1
2.074845125,-1.706787046,-8.219111785,1.670756503,8.559109057,1
2.084926125,-0.6677148977,-6.147032804,2.09921547,6.529820907,1
2.095007125,0.5124125576,-3.956955843,2.096240845,4.507137878,1
2.105088125,1.468148727,-1.797469175,2.231699051,3.219757253,1
2.115169125,1.633118853,-0.1359027404,2.189178244,2.734602006,1
2.125250125,0.7978265557,1.25279402,1.387568394,2.032576227,1
2.135331125,-0.6928991479,2.254538421,0.477219336,2.406406245,1
